Date,Open,High,Low,Close,Adj Close,Volume
2020-01-31,162.000000,162.649994,158.229996,158.660004,151.714127,5740300
2020-02-03,160.029999,160.309998,156.380005,156.589996,149.734741,3927100
2020-02-04,159.770004,159.960007,157.000000,157.240005,150.356293,4363900
2020-02-05,159.119995,162.330002,158.699997,162.330002,155.223434,3118200
2020-02-06,164.490005,165.000000,162.470001,162.889999,155.758926,3413800
2020-02-07,161.410004,161.919998,159.630005,160.080002,153.071945,2736200
2020-02-10,160.210007,161.259995,158.869995,160.149994,153.138885,2754800
2020-02-11,161.000000,162.520004,160.020004,162.449997,155.338211,2275100
2020-02-12,164.240005,165.039993,163.570007,163.800003,156.629089,2736400
2020-02-13,161.759995,161.869995,159.000000,159.759995,154.149353,3413900
2020-02-14,159.850006,161.139999,158.820007,161.009995,155.355453,2233500
2020-02-18,160.360001,160.529999,158.039993,158.880005,153.300278,2478900
2020-02-19,159.080002,160.470001,158.360001,159.339996,153.744095,2296400
2020-02-20,159.000000,161.389999,158.500000,158.559998,152.991501,3275100
2020-02-21,158.330002,158.589996,156.119995,156.929993,151.418732,3535300
2020-02-24,154.449997,154.710007,152.220001,152.550003,147.192581,3635600
2020-02-25,153.309998,153.440002,145.970001,146.850006,141.692764,5263400
2020-02-26,149.570007,151.820007,148.089996,148.960007,143.728653,5152100
2020-02-27,151.229996,155.429993,149.000000,150.160004,144.886505,8241600
2020-02-28,154.089996,156.720001,146.000000,149.240005,143.998810,11508700
2020-03-02,151.339996,153.429993,148.369995,153.020004,147.646072,8026300
2020-03-03,152.440002,154.000000,144.440002,145.240005,140.139297,8296500
2020-03-04,147.020004,154.000000,145.990005,153.979996,148.572342,5773800
2020-03-05,150.800003,154.350006,149.550003,151.410004,146.092621,5887000
2020-03-06,149.589996,154.740005,147.869995,153.649994,148.253937,7155100
2020-03-09,146.589996,149.460007,143.550003,144.059998,139.000748,8194400
2020-03-10,149.020004,153.380005,144.880005,153.300003,147.916245,5651700
2020-03-11,149.729996,149.729996,146.470001,147.240005,142.069046,4748200
2020-03-12,139.960007,141.710007,130.339996,133.580002,128.888794,8215800
2020-03-13,141.009995,141.690002,131.000000,141.679993,136.704300,6580300
2020-03-16,129.860001,135.500000,128.009995,130.910004,126.312561,7440800
2020-03-17,131.940002,136.770004,129.610001,134.440002,129.718567,6535400
2020-03-18,128.460007,139.369995,128.389999,137.020004,132.207977,6860400
2020-03-19,137.710007,140.179993,132.929993,137.509995,132.680756,6365700
