Date,Open,High,Low,Close,Adj Close,Volume
2020-10-23,227.699997,229.800003,226.929993,229.699997,228.917740,1187600
2020-10-26,225.360001,227.990005,218.350006,219.229996,218.483398,2162100
2020-10-27,220.630005,223.000000,220.210007,220.660004,219.908524,1567800
2020-10-28,216.809998,217.929993,212.919998,213.940002,213.211411,2412300
2020-10-29,215.509995,218.529999,212.449997,216.440002,215.702896,1499000
2020-10-30,215.279999,217.809998,213.639999,216.910004,216.171295,1972700
2020-11-02,219.169998,223.160004,218.320007,220.190002,219.440125,2087200
2020-11-03,222.000000,227.770004,221.429993,225.710007,224.941330,1544000
2020-11-04,225.000000,230.899994,224.399994,227.919998,227.143799,1725000
2020-11-05,233.369995,236.119995,232.419998,233.990005,233.193130,1954800
2020-11-06,235.009995,237.000000,231.070007,236.289993,235.485291,1417600
2020-11-09,239.889999,248.000000,239.669998,240.220001,239.401917,3052100
2020-11-10,238.610001,239.610001,235.580002,238.710007,237.897064,2818000
2020-11-11,240.960007,244.080002,240.130005,242.750000,241.923294,1757200
2020-11-12,242.000000,243.089996,236.889999,238.149994,237.338959,1672200
2020-11-13,239.990005,242.419998,238.089996,241.779999,240.956604,1456200
2020-11-16,243.880005,246.690002,242.639999,244.949997,244.115799,1631400
2020-11-17,243.369995,245.490005,241.279999,243.820007,242.989655,1318100
2020-11-18,243.360001,243.820007,239.550003,239.729996,238.913574,1613200
2020-11-19,241.509995,243.470001,238.690002,243.199997,242.371765,1611700
2020-11-20,243.949997,246.000000,242.259995,243.440002,242.610947,1771900
2020-11-23,244.710007,246.669998,242.570007,246.199997,245.361542,1288600
2020-11-24,247.410004,250.089996,245.899994,250.000000,249.148605,1899300
2020-11-25,250.000000,250.410004,248.320007,249.330002,248.480896,1434000
2020-11-27,250.080002,250.910004,248.509995,250.119995,249.268188,888100
2020-11-30,249.059998,250.440002,246.289993,249.089996,248.241699,2441400
2020-12-01,251.509995,253.929993,250.220001,252.270004,251.410873,2078600
2020-12-02,250.710007,251.820007,248.130005,249.660004,248.809769,1671100
2020-12-03,250.000000,251.710007,248.860001,249.929993,249.078842,1552300
2020-12-04,250.220001,253.460007,250.050003,253.440002,252.576889,1852700
2020-12-07,249.850006,251.000000,248.360001,249.300003,248.450989,1973400
2020-12-08,249.000000,250.559998,247.199997,249.860001,249.009079,1825600
2020-12-09,250.119995,250.520004,245.559998,246.770004,245.929611,2201500
2020-12-10,245.869995,247.820007,244.619995,246.160004,245.321686,1874000
2020-12-11,245.889999,246.919998,244.550003,245.830002,244.992813,1838900
2020-12-14,247.100006,249.389999,243.550003,243.750000,242.919891,2412500
2020-12-15,248.910004,248.910004,245.059998,247.050003,246.208664,2415800
2020-12-16,247.020004,248.289993,246.220001,247.449997,246.607285,2248000
2020-12-17,263.779999,271.179993,263.299988,264.470001,263.569336,4855600
2020-12-18,263.890015,266.959991,258.619995,266.250000,265.343262,5948000
2020-12-21,261.119995,263.329987,257.739990,261.420013,260.529724,2680500
2020-12-22,260.859985,261.119995,258.350006,259.470001,258.586365,1602900
2020-12-23,260.829987,261.920013,257.329987,257.440002,256.563263,1455900
2020-12-24,258.000000,259.779999,256.279999,257.299988,256.423737,528100
2020-12-28,259.730011,260.369995,258.390015,259.679993,258.795624,1057100
2020-12-29,260.890015,261.029999,257.230011,257.760010,256.882202,1065200
2020-12-30,258.670013,259.250000,257.190002,257.540009,256.662933,992800
2020-12-31,257.600006,261.320007,257.480011,261.209991,260.320435,1325300
2021-01-04,261.000000,261.660004,254.050003,256.459991,255.586594,2505100
2021-01-05,256.399994,258.640015,255.139999,257.920013,257.041656,1809200
2021-01-06,259.200012,263.589996,256.950012,260.739990,259.852020,2535600
2021-01-07,260.359985,264.920013,260.339996,263.200012,262.303680,2068200
2021-01-08,263.809998,266.529999,261.290009,264.160004,263.260376,2010700
2021-01-11,262.829987,264.709991,260.269989,260.350006,259.463379,1745100
2021-01-12,260.119995,261.220001,256.019989,258.399994,257.519989,1898200
2021-01-13,256.450012,259.089996,256.450012,257.079987,257.079987,1870700
2021-01-14,257.250000,257.250000,254.119995,255.000000,255.000000,2253200
2021-01-15,253.619995,255.970001,253.029999,253.649994,253.649994,1915100
2021-01-19,254.410004,257.299988,253.750000,255.839996,255.839996,2249400
2021-01-20,257.989990,262.380005,257.000000,261.670013,261.670013,2081600
2021-01-21,260.459991,261.809998,256.910004,257.940002,257.940002,1625600
2021-01-22,255.369995,256.369995,253.570007,254.770004,254.770004,2049600
2021-01-25,251.860001,253.789993,249.059998,252.039993,252.039993,1921600
2021-01-26,253.190002,254.410004,251.139999,252.990005,252.990005,1345500
2021-01-27,248.660004,251.220001,244.389999,246.100006,246.100006,1833100
2021-01-28,249.240005,252.800003,248.139999,249.339996,249.339996,1794200
2021-01-29,248.240005,249.229996,241.729996,241.919998,241.919998,2494400
2021-02-01,246.100006,248.899994,243.970001,247.570007,247.570007,1559700
2021-02-02,250.000000,251.429993,248.630005,248.750000,248.750000,2010300
2021-02-03,248.190002,250.110001,246.589996,248.369995,248.369995,2470400
2021-02-04,249.559998,253.029999,246.910004,253.009995,253.009995,1702200
2021-02-05,254.089996,255.750000,252.160004,253.539993,253.539993,1497700
2021-02-08,253.919998,257.350006,253.759995,257.309998,257.309998,1508700
2021-02-09,256.309998,258.809998,255.610001,257.679993,257.679993,1542600
2021-02-10,258.019989,259.190002,255.860001,256.940002,256.940002,1428300
2021-02-11,258.000000,259.989990,257.040009,258.970001,258.970001,1285300
2021-02-12,257.450012,258.589996,255.410004,257.470001,257.470001,1219200
2021-02-16,257.649994,259.489990,256.269989,257.049988,257.049988,1606700
2021-02-17,256.649994,261.609985,255.770004,258.779999,258.779999,1881000
2021-02-18,255.589996,258.100006,254.699997,257.630005,257.630005,1664300
2021-02-19,258.459991,258.500000,254.160004,254.289993,254.289993,2038400
2021-02-22,252.690002,254.169998,250.089996,252.630005,252.630005,1476000
2021-02-23,251.559998,257.929993,250.589996,256.190002,256.190002,2191300
2021-02-24,253.210007,260.470001,252.820007,259.269989,259.269989,2476300
2021-02-25,258.980011,259.109985,252.580002,253.779999,253.779999,2157700
2021-02-26,255.240005,255.850006,249.809998,250.899994,250.899994,2712800
